order_id,order_date,ship_date,ship_mode,customer_id,sales,quantity,discount,profit,avg_sales
CA-2016-138695,5/28/2016,6/3/2016,"Standard Class",KC-16675,390.27,8,0.20,-24.39,234.413360
US-2016-133879,3/21/2016,3/28/2016,"Standard Class",KT-16465,528.43,5,0.30,0.00,234.413360
CA-2017-105235,12/5/2017,12/11/2017,"Standard Class",SM-20950,254.90,5,0.00,68.82,234.413360
CA-2017-152912,11/9/2017,11/12/2017,"Second Class",BM-11650,826.62,3,0.00,355.45,234.413360
CA-2017-152912,11/9/2017,11/12/2017,"Second Class",BM-11650,1633.14,9,0.00,473.61,234.413360
CA-2017-152912,11/9/2017,11/12/2017,"Second Class",BM-11650,544.38,3,0.00,157.87,234.413360
CA-2014-158372,11/10/2014,11/16/2014,"Standard Class",RD-19900,601.54,8,0.20,60.15,234.413360
CA-2016-108882,1/9/2016,1/15/2016,"Standard Class",LA-16780,349.95,5,0.00,118.98,234.413360
CA-2016-108882,1/9/2016,1/15/2016,"Standard Class",LA-16780,377.93,9,0.20,141.72,234.413360
CA-2017-104640,11/10/2017,11/16/2017,"Standard Class",FH-14275,931.18,3,0.20,314.27,234.413360
CA-2017-104640,11/10/2017,11/16/2017,"Standard Class",FH-14275,430.88,2,0.00,124.96,234.413360
CA-2014-108189,10/2/2014,10/5/2014,"First Class",ES-14080,318.40,2,0.20,107.46,234.413360
CA-2014-154641,8/11/2014,8/16/2014,"Standard Class",KL-16645,375.34,1,0.00,18.77,234.413360
US-2016-127971,11/20/2016,11/27/2016,"Standard Class",DW-13195,318.43,5,0.30,-77.33,234.413360
CA-2017-113355,12/1/2017,12/5/2017,"Standard Class",SJ-20215,317.06,3,0.30,-18.12,234.413360
US-2017-140907,12/10/2017,12/12/2017,"Second Class",BP-11185,324.90,5,0.00,38.99,234.413360
CA-2014-140662,11/17/2014,11/19/2014,"First Class",TS-21205,733.95,7,0.00,352.30,234.413360
CA-2014-140662,11/17/2014,11/19/2014,"First Class",TS-21205,241.44,3,0.00,72.43,234.413360
US-2014-126571,10/11/2014,10/15/2014,"Standard Class",JF-15565,281.90,2,0.20,10.57,234.413360
CA-2017-133865,5/8/2017,5/12/2017,"Standard Class",PS-19045,3359.95,6,0.20,1049.99,234.413360
CA-2014-102988,4/5/2014,4/9/2014,"Second Class",GM-14695,4164.05,5,0.00,83.28,234.413360
CA-2015-157770,12/13/2015,12/15/2015,"First Class",RD-19585,494.38,3,0.20,49.44,234.413360
CA-2015-157770,12/13/2015,12/15/2015,"First Class",RD-19585,248.85,5,0.00,27.37,234.413360
CA-2017-113418,10/1/2017,10/3/2017,"First Class",CM-12655,1704.89,11,0.00,767.20,234.413360
CA-2017-136308,11/16/2017,11/16/2017,"Same Day",MW-18235,1919.98,3,0.20,216.00,234.413360
US-2014-159926,11/18/2014,11/22/2014,"Standard Class",CS-11950,539.96,6,0.40,-107.99,234.413360
CA-2014-104738,12/30/2014,1/1/2015,"Second Class",SP-20620,328.78,3,0.20,28.77,234.413360
US-2014-133130,9/27/2014,10/1/2014,"Standard Class",TH-21100,603.92,5,0.20,45.29,234.413360
CA-2017-169978,12/24/2017,12/28/2017,"Standard Class",HG-15025,271.76,2,0.10,48.31,234.413360
CA-2017-161739,11/10/2017,11/15/2017,"Second Class",EB-13750,341.96,5,0.60,-427.45,234.413360
CA-2014-134551,12/20/2014,12/25/2014,"Standard Class",TS-21505,662.88,3,0.20,74.57,234.413360
CA-2014-165309,11/11/2014,11/15/2014,"Standard Class",KD-16270,896.99,5,0.80,-1480.03,234.413360
CA-2014-165309,11/11/2014,11/15/2014,"Standard Class",KD-16270,262.34,8,0.20,95.10,234.413360
CA-2014-165309,11/11/2014,11/15/2014,"Standard Class",KD-16270,241.18,3,0.20,15.07,234.413360
US-2017-109253,8/21/2017,8/22/2017,"First Class",PR-18880,431.97,4,0.20,37.80,234.413360
US-2017-109253,8/21/2017,8/22/2017,"First Class",PR-18880,568.73,3,0.20,28.44,234.413360
CA-2016-145982,8/27/2016,9/1/2016,"Second Class",TB-21055,244.62,1,0.30,20.97,234.413360
US-2014-134733,9/23/2014,9/28/2014,"Standard Class",BM-11650,436.00,3,0.15,20.52,234.413360
US-2014-150434,7/19/2014,7/24/2014,"Standard Class",CA-12310,359.98,2,0.00,93.59,234.413360
CA-2014-115161,1/31/2014,2/2/2014,"First Class",LC-17050,290.67,2,0.15,3.42,234.413360
CA-2016-134887,3/25/2016,3/25/2016,"Same Day",TB-21280,1287.45,5,0.00,244.62,234.413360
CA-2015-161718,12/4/2015,12/10/2015,"Standard Class",SO-20335,364.41,5,0.10,8.10,234.413360
CA-2015-161718,12/4/2015,12/10/2015,"Standard Class",SO-20335,361.76,2,0.10,68.33,234.413360
CA-2015-130659,12/4/2015,12/9/2015,"Second Class",MS-17365,384.17,7,0.10,29.88,234.413360
CA-2015-130659,12/4/2015,12/9/2015,"Second Class",MS-17365,1799.75,5,0.00,539.93,234.413360
CA-2017-148404,10/7/2017,10/11/2017,"Standard Class",Dp-13240,580.67,4,0.20,65.33,234.413360
CA-2014-166471,8/9/2014,8/13/2014,"Standard Class",MG-17650,1091.17,4,0.20,68.20,234.413360
US-2017-148362,7/1/2017,7/8/2017,"Standard Class",KF-16285,443.92,4,0.00,13.32,234.413360
CA-2014-102274,11/21/2014,11/26/2014,"Standard Class",DH-13075,629.10,6,0.00,301.97,234.413360
US-2014-150119,4/23/2014,4/27/2014,"Standard Class",LB-16795,281.37,2,0.30,-12.06,234.413360
CA-2016-100244,9/20/2016,9/24/2016,"Standard Class",GM-14695,271.98,2,0.20,88.39,234.413360
CA-2015-150791,9/6/2015,9/13/2015,"Standard Class",CC-12430,271.76,2,0.10,60.39,234.413360
CA-2016-134803,5/28/2016,6/3/2016,"Standard Class",CL-12565,262.24,2,0.00,78.67,234.413360
CA-2016-134803,5/28/2016,6/3/2016,"Standard Class",CL-12565,558.40,2,0.20,41.88,234.413360
CA-2015-153381,9/24/2015,9/28/2015,"Standard Class",DE-13255,1408.10,10,0.00,394.27,234.413360
CA-2017-152583,10/30/2017,10/30/2017,"Same Day",RA-19945,251.01,2,0.30,-68.13,234.413360
CA-2017-168858,11/19/2017,11/23/2017,"Standard Class",JD-16150,2504.74,7,0.00,626.19,234.413360
CA-2014-157609,3/16/2014,3/21/2014,"Second Class",KN-16705,471.92,2,0.20,29.50,234.413360
CA-2017-136448,9/16/2017,9/18/2017,"First Class",AS-10090,538.19,2,0.70,-412.62,234.413360
CA-2017-114258,11/5/2017,11/10/2017,"Second Class",EM-13825,492.77,4,0.20,55.44,234.413360
CA-2015-152611,2/20/2015,2/23/2015,"Second Class",KA-16525,286.79,7,0.00,74.57,234.413360
US-2015-147242,9/10/2015,9/14/2015,"Standard Class",EH-13765,361.96,2,0.00,83.25,234.413360
US-2015-147242,9/10/2015,9/14/2015,"Standard Class",EH-13765,278.82,9,0.00,125.47,234.413360
CA-2016-131289,12/8/2016,12/14/2016,"Standard Class",SP-20620,1421.66,6,0.20,-195.48,234.413360
CA-2014-124688,8/27/2014,8/29/2014,"First Class",CC-12610,579.95,5,0.00,168.19,234.413360
CA-2014-124688,8/27/2014,8/29/2014,"First Class",CC-12610,1202.94,3,0.00,300.74,234.413360
CA-2015-157322,7/2/2015,7/6/2015,"Standard Class",RH-19600,408.42,2,0.30,-5.83,234.413360
CA-2015-157322,7/2/2015,7/6/2015,"Standard Class",RH-19600,382.12,6,0.30,-92.80,234.413360
CA-2015-157322,7/2/2015,7/6/2015,"Standard Class",RH-19600,435.50,3,0.20,48.99,234.413360
CA-2017-142034,9/24/2017,9/28/2017,"Standard Class",KB-16240,655.90,5,0.00,275.48,234.413360
CA-2017-142034,9/24/2017,9/28/2017,"Standard Class",KB-16240,603.92,4,0.00,181.18,234.413360
CA-2016-107328,8/8/2016,8/15/2016,"Standard Class",CA-12055,513.02,2,0.20,12.83,234.413360
CA-2016-107328,8/8/2016,8/15/2016,"Standard Class",CA-12055,487.92,6,0.00,136.62,234.413360
CA-2016-150945,12/18/2016,12/20/2016,"Second Class",JK-16120,900.08,4,0.00,117.01,234.413360
CA-2014-166863,6/20/2014,6/24/2014,"Standard Class",SC-20020,418.80,2,0.40,-97.72,234.413360
CA-2014-166863,6/20/2014,6/24/2014,"Standard Class",SC-20020,509.49,7,0.20,-127.37,234.413360
CA-2017-140326,9/4/2017,9/6/2017,"First Class",HW-14935,825.17,9,0.30,-117.88,234.413360
US-2016-113649,8/9/2016,8/12/2016,"First Class",HA-14920,569.54,4,0.20,64.07,234.413360
CA-2015-124975,6/22/2015,6/25/2015,"First Class",MG-17875,796.43,7,0.50,-525.64,234.413360
CA-2016-114482,11/21/2016,11/25/2016,"Second Class",DM-13345,404.94,3,0.00,109.33,234.413360
CA-2016-132731,11/24/2016,11/28/2016,"Standard Class",GA-14515,657.55,6,0.20,49.32,234.413360
CA-2017-148922,12/10/2017,12/15/2017,"Second Class",SU-20665,599.97,3,0.00,257.99,234.413360
CA-2014-110849,4/18/2014,4/23/2014,"Standard Class",JL-15835,287.97,4,0.20,97.19,234.413360
CA-2016-152555,3/29/2016,4/2/2016,"Second Class",ME-17320,844.12,6,0.30,-36.18,234.413360
CA-2016-152555,3/29/2016,4/2/2016,"Second Class",ME-17320,812.74,8,0.20,60.96,234.413360
CA-2014-120838,3/23/2014,3/26/2014,"Second Class",PO-18865,330.40,2,0.00,85.90,234.413360
CA-2014-120838,3/23/2014,3/26/2014,"Second Class",PO-18865,604.75,6,0.20,37.80,234.413360
CA-2017-152737,11/7/2017,11/12/2017,"Standard Class",TS-21505,439.80,4,0.00,145.13,234.413360
CA-2017-103877,9/7/2017,9/14/2017,"Standard Class",RD-19660,1577.94,3,0.00,757.41,234.413360
CA-2017-168109,7/3/2017,7/3/2017,"Same Day",JK-15640,2395.20,6,0.20,209.58,234.413360
CA-2017-168109,7/3/2017,7/3/2017,"Same Day",JK-15640,1687.80,4,0.00,742.63,234.413360
CA-2016-104157,7/25/2016,7/29/2016,"Standard Class",MT-17815,2430.08,8,0.00,388.81,234.413360
CA-2015-121650,12/10/2015,12/16/2015,"Standard Class",KD-16495,801.96,2,0.00,200.49,234.413360
CA-2017-121839,9/24/2017,9/28/2017,"Standard Class",MH-18115,1169.69,3,0.40,-253.43,234.413360
CA-2017-158729,12/19/2017,12/21/2017,"First Class",AC-10450,1665.62,2,0.00,33.31,234.413360
CA-2017-146535,11/24/2017,11/30/2017,"Standard Class",FM-14290,1443.96,12,0.00,375.43,234.413360
CA-2016-108434,12/5/2016,12/7/2016,"Second Class",JG-15160,465.18,3,0.00,120.95,234.413360
CA-2017-138310,6/26/2017,6/30/2017,"Standard Class",NP-18700,431.93,9,0.20,64.79,234.413360
CA-2014-159835,11/17/2014,11/24/2014,"Standard Class",RB-19330,657.93,5,0.30,-93.99,234.413360
CA-2017-112956,8/21/2017,8/27/2017,"Standard Class",TH-21550,277.40,5,0.00,133.15,234.413360
CA-2017-112529,11/19/2017,11/21/2017,"First Class",SC-20770,718.12,6,0.30,-71.81,234.413360
CA-2017-141929,9/4/2017,9/8/2017,"Standard Class",RA-19285,487.98,2,0.20,152.50,234.413360
CA-2017-113530,5/19/2017,5/21/2017,"Second Class",BC-11125,681.41,12,0.20,42.59,234.413360
CA-2014-169726,8/9/2014,8/13/2014,"Standard Class",JH-15985,2060.74,7,0.20,643.98,234.413360
CA-2017-132178,5/3/2017,5/8/2017,"Second Class",DB-12970,763.44,8,0.00,45.81,234.413360
CA-2016-145177,11/10/2016,11/14/2016,"Standard Class",PP-18955,334.88,4,0.20,29.30,234.413360
CA-2014-156594,12/20/2014,12/23/2014,"Second Class",MC-17845,487.98,2,0.20,152.50,234.413360
CA-2017-133004,8/31/2017,9/5/2017,"Standard Class",AJ-10945,638.73,9,0.00,166.07,234.413360
CA-2016-155005,6/13/2016,6/15/2016,"Second Class",SC-20050,377.97,3,0.00,94.49,234.413360
US-2017-129777,7/3/2017,7/9/2017,"Standard Class",FM-14290,258.90,10,0.00,93.20,234.413360
CA-2015-132626,7/9/2015,7/14/2015,"Standard Class",BT-11680,464.97,3,0.00,209.24,234.413360
US-2015-131359,10/30/2015,11/2/2015,"Second Class",FA-14230,439.99,1,0.20,165.00,234.413360
CA-2015-104941,6/13/2015,6/19/2015,"Standard Class",DH-13075,899.97,3,0.00,314.99,234.413360
CA-2017-113670,10/15/2017,10/17/2017,"First Class",RS-19765,510.24,3,0.20,6.38,234.413360
CA-2014-135608,12/8/2014,12/10/2014,"Second Class",JK-15625,603.92,5,0.20,45.29,234.413360
CA-2016-142370,9/19/2016,9/23/2016,"Standard Class",TP-21130,249.95,5,0.00,107.48,234.413360
US-2014-169789,12/30/2014,1/4/2015,"Standard Class",MF-17665,551.99,5,0.70,-459.99,234.413360
CA-2016-165169,6/5/2016,6/11/2016,"Standard Class",JL-15235,360.38,2,0.00,93.70,234.413360
CA-2015-109575,9/18/2015,9/23/2015,"Standard Class",KH-16630,636.86,7,0.00,0.00,234.413360
CA-2015-109575,9/18/2015,9/23/2015,"Standard Class",KH-16630,499.99,1,0.00,130.00,234.413360
CA-2015-109575,9/18/2015,9/23/2015,"Standard Class",KH-16630,1259.93,7,0.00,327.58,234.413360
CA-2016-149979,9/23/2016,9/28/2016,"Second Class",RA-19915,368.97,3,0.00,81.17,234.413360
CA-2017-161956,8/27/2017,8/29/2017,"Second Class",DR-12880,321.92,4,0.00,96.58,234.413360
CA-2017-161956,8/27/2017,8/29/2017,"Second Class",DR-12880,879.98,2,0.20,329.99,234.413360
CA-2017-161956,8/27/2017,8/29/2017,"Second Class",DR-12880,841.57,2,0.20,294.55,234.413360
CA-2017-161956,8/27/2017,8/29/2017,"Second Class",DR-12880,354.90,5,0.00,17.75,234.413360
CA-2016-116799,3/3/2016,3/6/2016,"First Class",JG-15310,563.43,5,0.30,-56.34,234.413360
CA-2016-156251,8/13/2016,8/18/2016,"Second Class",TS-21160,241.96,2,0.00,24.20,234.413360
CA-2014-153913,12/16/2014,12/20/2014,"Second Class",KB-16585,1013.83,9,0.20,101.38,234.413360
CA-2016-155530,12/17/2016,12/21/2016,"Standard Class",CM-12160,2003.52,6,0.20,-325.57,234.413360
US-2014-102715,4/11/2014,4/13/2014,"Second Class",JK-15370,383.98,3,0.20,81.59,234.413360
US-2014-102715,4/11/2014,4/13/2014,"Second Class",JK-15370,335.94,7,0.20,41.99,234.413360
CA-2014-149643,11/16/2014,11/20/2014,"Standard Class",RH-19510,273.96,2,0.00,10.96,234.413360
CA-2015-135314,7/9/2015,7/14/2015,"Second Class",MC-17575,269.98,3,0.40,40.50,234.413360
CA-2017-165204,11/13/2017,11/16/2017,"Second Class",MN-17935,720.06,4,0.20,-63.01,234.413360
CA-2016-144218,10/31/2016,11/4/2016,"Standard Class",JD-15895,1085.42,7,0.00,282.21,234.413360
US-2014-117163,1/27/2014,2/2/2014,"Standard Class",EJ-13720,333.00,3,0.20,-16.65,234.413360
CA-2017-121314,9/23/2017,9/26/2017,"First Class",BE-11410,251.64,3,0.20,88.07,234.413360
CA-2017-147760,11/4/2017,11/5/2017,"First Class",KL-16555,523.76,3,0.40,-192.05,234.413360
CA-2017-147760,11/4/2017,11/5/2017,"First Class",KL-16555,1359.96,5,0.20,119.00,234.413360
CA-2015-113628,11/12/2015,11/19/2015,"Standard Class",AH-10690,523.92,5,0.20,-72.04,234.413360
CA-2016-152471,7/8/2016,7/8/2016,"Same Day",ZD-21925,823.96,5,0.20,51.50,234.413360
CA-2015-102582,9/15/2015,9/19/2015,"Standard Class",NW-18400,801.96,2,0.00,200.49,234.413360
CA-2015-102582,9/15/2015,9/19/2015,"Standard Class",NW-18400,1056.86,7,0.00,306.49,234.413360
CA-2017-141873,10/9/2017,10/14/2017,"Standard Class",HG-14845,314.35,3,0.20,-15.72,234.413360
CA-2015-140984,9/14/2015,9/18/2015,"Standard Class",CC-12685,991.20,6,0.00,257.71,234.413360
CA-2015-140984,9/14/2015,9/18/2015,"Standard Class",CC-12685,879.98,2,0.20,329.99,234.413360
CA-2017-141733,5/7/2017,5/11/2017,"Standard Class",RW-19540,1458.65,5,0.00,423.01,234.413360
CA-2017-141733,5/7/2017,5/11/2017,"Standard Class",RW-19540,476.80,2,0.00,119.20,234.413360
CA-2014-105984,11/24/2014,11/24/2014,"Same Day",MY-18295,1049.97,5,0.40,-209.99,234.413360
CA-2014-105984,11/24/2014,11/24/2014,"Same Day",MY-18295,611.06,3,0.30,-34.92,234.413360
CA-2014-126760,7/26/2014,8/2/2014,"Standard Class",KM-16720,911.98,2,0.20,114.00,234.413360
CA-2014-126760,7/26/2014,8/2/2014,"Standard Class",KM-16720,674.35,3,0.20,-109.58,234.413360
CA-2014-101931,10/28/2014,10/31/2014,"First Class",TS-21370,480.74,2,0.00,14.42,234.413360
CA-2014-101931,10/28/2014,10/31/2014,"First Class",TS-21370,617.00,6,0.15,-36.29,234.413360
CA-2017-129000,11/25/2017,11/27/2017,"Second Class",SZ-20035,501.81,3,0.00,0.00,234.413360
CA-2017-161053,9/22/2017,9/23/2017,"First Class",JE-15745,691.96,4,0.00,318.30,234.413360
US-2017-105389,10/23/2017,10/28/2017,"Second Class",DM-13015,823.96,5,0.20,51.50,234.413360
CA-2014-140816,12/20/2014,12/20/2014,"Same Day",TC-21295,447.94,7,0.20,89.59,234.413360
CA-2017-154039,2/17/2017,2/22/2017,"Standard Class",JK-16120,480.96,3,0.50,-269.34,234.413360
CA-2014-124709,7/27/2014,7/29/2014,"Second Class",GW-14605,238.00,2,0.00,38.08,234.413360
CA-2015-132486,10/23/2015,10/27/2015,"Second Class",JF-15355,240.78,1,0.20,27.09,234.413360
CA-2015-132486,10/23/2015,10/27/2015,"Second Class",JF-15355,842.35,3,0.20,42.12,234.413360
CA-2015-129896,6/15/2015,6/20/2015,"Standard Class",PF-19120,364.70,6,0.20,-36.47,234.413360
CA-2014-100895,6/2/2014,6/6/2014,"Standard Class",SV-20785,239.97,3,0.00,67.19,234.413360
CA-2014-100895,6/2/2014,6/6/2014,"Standard Class",SV-20785,356.94,2,0.00,107.08,234.413360
US-2016-163881,11/24/2016,11/30/2016,"Standard Class",SP-20860,659.90,2,0.00,217.77,234.413360
US-2016-163881,11/24/2016,11/30/2016,"Standard Class",SP-20860,1684.75,6,0.20,210.59,234.413360
US-2016-163881,11/24/2016,11/30/2016,"Standard Class",SP-20860,559.92,8,0.00,190.37,234.413360
US-2016-144547,11/10/2016,11/14/2016,"Standard Class",MS-17770,279.94,7,0.20,48.99,234.413360
US-2015-119312,10/2/2015,10/7/2015,"Second Class",CS-12400,270.34,14,0.00,75.70,234.413360
CA-2015-167010,4/5/2015,4/10/2015,"Standard Class",VT-21700,563.81,4,0.20,21.14,234.413360
CA-2015-167010,4/5/2015,4/10/2015,"Standard Class",VT-21700,547.14,4,0.20,-68.39,234.413360
CA-2015-167010,4/5/2015,4/10/2015,"Standard Class",VT-21700,352.45,5,0.50,-211.47,234.413360
CA-2017-126788,6/5/2017,6/6/2017,"First Class",AB-10105,470.38,3,0.20,52.92,234.413360
US-2017-142573,7/18/2017,7/23/2017,"Standard Class",ML-17410,801.60,5,0.50,-448.90,234.413360
US-2017-142573,7/18/2017,7/23/2017,"Standard Class",ML-17410,311.98,3,0.20,-42.90,234.413360
CA-2016-110044,6/28/2016,7/2/2016,"Second Class",RF-19735,359.98,3,0.20,36.00,234.413360
CA-2016-162082,3/14/2016,3/17/2016,"First Class",JS-15880,241.33,5,0.32,-14.20,234.413360
US-2016-143448,12/10/2016,12/10/2016,"Same Day",MH-17455,1424.90,5,0.00,356.23,234.413360
US-2016-142685,6/23/2016,6/30/2016,"Standard Class",MG-17695,835.17,7,0.00,16.70,234.413360
CA-2016-119963,11/18/2016,11/22/2016,"Standard Class",SN-20710,255.11,6,0.30,-18.22,234.413360
CA-2016-167556,3/29/2016,4/2/2016,"Standard Class",JM-15250,414.00,8,0.00,124.20,234.413360
CA-2016-135265,7/7/2016,7/9/2016,"Second Class",CC-12370,287.97,4,0.20,-3.60,234.413360
CA-2016-135265,7/7/2016,7/9/2016,"Second Class",CC-12370,2799.96,5,0.20,944.99,234.413360
CA-2016-108735,4/17/2016,4/21/2016,"Standard Class",JM-15535,257.50,3,0.15,24.24,234.413360
CA-2017-112333,4/8/2017,4/14/2017,"Standard Class",KF-16285,2591.56,4,0.00,621.97,234.413360
CA-2014-137589,11/3/2014,11/8/2014,"Standard Class",MS-17770,286.34,3,0.20,-64.43,234.413360
CA-2015-105627,3/8/2015,3/12/2015,"Standard Class",DK-12895,512.94,3,0.00,97.46,234.413360
CA-2015-105627,3/8/2015,3/12/2015,"Standard Class",DK-12895,860.93,7,0.00,189.40,234.413360
CA-2015-105627,3/8/2015,3/12/2015,"Standard Class",DK-12895,769.95,5,0.00,223.29,234.413360
CA-2015-105627,3/8/2015,3/12/2015,"Standard Class",DK-12895,373.08,6,0.00,82.08,234.413360
CA-2014-116834,10/11/2014,10/16/2014,"Standard Class",Dp-13240,345.00,5,0.00,58.65,234.413360
CA-2016-145730,3/3/2016,3/8/2016,"Standard Class",CC-12220,637.90,3,0.30,-127.58,234.413360
CA-2016-145730,3/3/2016,3/8/2016,"Standard Class",CC-12220,287.91,3,0.40,33.59,234.413360
CA-2017-144463,1/1/2017,1/5/2017,"Standard Class",SC-20725,474.43,11,0.00,199.26,234.413360
CA-2015-165624,8/23/2015,8/28/2015,"Standard Class",FH-14350,542.94,3,0.00,152.02,234.413360
CA-2015-165624,8/23/2015,8/28/2015,"Standard Class",FH-14350,251.91,9,0.00,47.86,234.413360
CA-2014-154963,6/22/2014,6/27/2014,"Standard Class",AA-10645,853.93,5,0.30,0.00,234.413360
CA-2017-130764,10/27/2017,10/28/2017,"First Class",JO-15145,556.67,5,0.15,6.55,234.413360
CA-2017-124296,12/24/2017,12/28/2017,"Standard Class",CS-12355,479.97,3,0.00,239.99,234.413360
CA-2016-169957,9/26/2016,9/30/2016,"Standard Class",SN-20710,236.88,6,0.00,66.33,234.413360
US-2016-108777,12/12/2016,12/12/2016,"Same Day",JM-15655,383.95,6,0.20,76.79,234.413360
CA-2014-110786,12/29/2014,1/2/2015,"Standard Class",AJ-10795,767.95,6,0.20,287.98,234.413360
CA-2014-110786,12/29/2014,1/2/2015,"Standard Class",AJ-10795,274.77,9,0.00,126.39,234.413360
US-2015-166520,7/16/2015,7/19/2015,"First Class",KE-16420,599.90,10,0.00,191.97,234.413360
CA-2017-136350,6/24/2017,6/26/2017,"Second Class",GA-14515,276.69,3,0.00,49.80,234.413360
CA-2014-122931,9/29/2014,10/3/2014,"Standard Class",SM-20950,409.27,2,0.40,-81.85,234.413360
CA-2014-122931,9/29/2014,10/3/2014,"Standard Class",SM-20950,1801.63,6,0.20,-337.81,234.413360
CA-2014-163034,11/24/2014,11/28/2014,"Standard Class",DK-12985,646.20,5,0.20,-8.08,234.413360
CA-2015-124058,11/20/2015,11/24/2015,"Standard Class",LC-16885,572.16,3,0.20,35.76,234.413360
CA-2014-102673,11/1/2014,11/5/2014,"Standard Class",KH-16630,978.84,9,0.20,110.12,234.413360
CA-2015-156104,12/6/2015,12/8/2015,"Second Class",NP-18685,999.98,2,0.00,449.99,234.413360
US-2015-164308,9/24/2015,9/27/2015,"First Class",SC-20680,821.94,6,0.00,213.70,234.413360
CA-2016-111913,8/4/2016,8/6/2016,"Second Class",LC-16930,302.38,2,0.20,30.24,234.413360
US-2014-156559,8/19/2014,8/26/2014,"Standard Class",LH-16900,638.82,9,0.00,172.48,234.413360
CA-2015-102491,8/24/2015,8/28/2015,"Standard Class",KW-16435,3080.00,7,0.00,1416.80,234.413360
CA-2015-102491,8/24/2015,8/28/2015,"Standard Class",KW-16435,587.97,3,0.00,170.51,234.413360
CA-2014-116904,9/23/2014,9/28/2014,"Standard Class",SC-20095,404.90,5,0.00,16.20,234.413360
CA-2014-116904,9/23/2014,9/28/2014,"Standard Class",SC-20095,9449.95,5,0.00,4630.48,234.413360
CA-2016-163573,11/24/2016,11/27/2016,"First Class",AC-10450,1219.96,5,0.20,381.24,234.413360
CA-2015-153416,11/24/2015,11/29/2015,"Standard Class",TS-21340,454.86,7,0.00,54.58,234.413360
CA-2014-127299,9/19/2014,9/24/2014,"Standard Class",JL-15835,2624.99,3,0.50,-944.99,234.413360
CA-2017-105914,10/2/2017,10/8/2017,"Standard Class",PV-18985,1575.14,7,0.00,204.77,234.413360
CA-2015-136196,11/28/2015,12/4/2015,"Standard Class",TP-21415,322.59,3,0.00,64.52,234.413360
CA-2017-106068,10/23/2017,10/28/2017,"Standard Class",RB-19330,259.14,4,0.20,-58.31,234.413360
CA-2017-115546,5/14/2017,5/18/2017,"Standard Class",AH-10465,539.97,3,0.00,134.99,234.413360
CA-2015-163587,3/14/2015,3/18/2015,"Standard Class",EP-13915,671.94,3,0.00,315.81,234.413360
CA-2014-157924,10/11/2014,10/13/2014,"First Class",HA-14920,433.57,2,0.20,-65.04,234.413360
CA-2014-128846,4/7/2014,4/12/2014,"Standard Class",RS-19765,629.95,5,0.00,163.79,234.413360
US-2017-136868,10/6/2017,10/12/2017,"Standard Class",CR-12820,319.96,4,0.00,115.19,234.413360
US-2017-136868,10/6/2017,10/12/2017,"Standard Class",CR-12820,344.91,3,0.00,10.35,234.413360
CA-2017-166709,11/17/2017,11/22/2017,"Standard Class",HL-15040,10499.97,3,0.00,5039.99,234.413360
CA-2015-150875,11/16/2015,11/20/2015,"Standard Class",HK-14890,696.42,2,0.00,160.18,234.413360
CA-2015-150875,11/16/2015,11/20/2015,"Standard Class",HK-14890,304.78,3,0.20,22.86,234.413360
US-2016-161683,12/3/2016,12/8/2016,"Standard Class",CJ-12010,394.82,4,0.20,93.77,234.413360
CA-2015-143105,12/10/2015,12/10/2015,"Same Day",MA-17560,799.98,2,0.20,250.00,234.413360
CA-2014-145387,10/31/2014,11/2/2014,"Second Class",AM-10705,1604.90,5,0.00,481.47,234.413360
