Txn_ID,Order_Date,Cust_ID,Prod_ID,Store_Code,Quantity,Discount,Payment_Mode,Created_On,Updated_On
TB106184,2023-06-25,CB1176,PB1062,SB115,4,10.0,net banking,2023-06-27,2023-07-05
TB106185,2025-10-12,CB1313,PB1036,SB111,3,20.0,CARD,2025-10-14,2025-10-25
TB106186,2025-04-27,CB1099,PB1057,SB110,9,,Cash,2025-04-27,2025-05-14
TB106187,2026-01-13,CB1318,PB1114,SB113,4,5.0,UPI,2026-01-15,2026-02-12
TB106188,2024-07-31,CB1003,PB1024,SB112,6,10.0,Net Banking,2024-07-31,2024-08-08
TB106189,2025-10-13,CB1246,PB1104,SB117,2,5.0,Card,2025-10-15,2025-10-16
TB106190,2024-11-12,CB1204,PB1098,SB104,2,20.0,UPI,2024-11-14,2024-12-01
TB106191,2024-04-24,CB1083,PB1076,SB110,4,15.0,UPI,2024-04-25,2024-05-18
TB106192,2024-04-01,CB1156,PB1028,SB116,1,,Cash,2024-04-03,2024-04-29
TB106193,2023-07-04,CB1282,PB1002,SB117,10,15.0,Net Banking,2023-07-06,2023-07-11
TB106194,2024-10-14,CB1269,PB1053,SB104,1,0.0,net banking,2024-10-15,2024-11-11
TB106195,2023-01-07,CB1106,PB1080,SB107,9,,upi,2023-01-08,2023-02-04
TB106196,2024-04-26,CB1086,PB1087,SB116,1,10.0,cash,2024-04-26,2024-05-15
TB106197,2024-08-18,CB1207,PB1048,SB115,2,0.0,cash,2024-08-18,2024-08-29
TB106198,2025-01-17,CB1194,PB1028,SB105,9,10.0,upi,2025-01-18,2025-02-02
TB106199,2023-01-23,CB1343,PB1096,SB101,8,,cash,2023-01-25,2023-02-23
TB106200,2025-03-18,CB1246,PB1027,SB117,6,10.0,Cash,2025-03-18,2025-04-14
TB106201,2023-08-26,CB1015,PB1096,SB114,1,15.0,Net Banking,2023-08-26,2023-09-13
TB106202,2023-08-27,CB1338,PB1044,SB107,2,,upi,2023-08-28,2023-09-25
TB106203,2025-06-21,CB1151,PB1038,SB112,3,0.0,Net Banking,2025-06-22,2025-07-04
TB106204,2025-08-06,CB1044,PB1038,SB107,9,0.0,CARD,2025-08-08,2025-08-26
TB106205,2025-03-03,CB1171,PB1109,SB112,8,10.0,Cash,2025-03-05,2025-03-19
TB106206,2025-03-16,CB1138,PB1100,SB106,4,20.0,Net Banking,2025-03-16,2025-03-28
TB106207,2023-02-13,CB1280,PB1021,SB110,9,5.0,Net Banking,2023-02-14,2023-02-20
TB106208,2025-03-30,CB1060,PB1066,SB115,9,0.0,cash,2025-03-31,2025-04-23
TB106209,2025-11-25,CB1149,PB1082,SB101,2,10.0,CARD,2025-11-27,2025-11-28
TB106210,2025-05-08,CB1228,PB1034,SB111,9,10.0,upi,2025-05-08,2025-06-07
TB106211,2023-10-10,CB1124,PB1111,SB115,10,0.0,UPI,2023-10-12,2023-10-24
TB106212,2023-12-04,CB1107,PB1113,SB101,10,,Cash,2023-12-04,2023-12-24
TB106213,2024-08-25,CB1044,PB1102,SB107,3,0.0,Cash,2024-08-25,2024-09-24
TB106214,2024-10-24,CB1313,PB1077,SB101,10,15.0,UPI,2024-10-25,2024-11-20
TB106215,2025-08-31,CB1286,PB1063,SB105,7,15.0,CARD,2025-08-31,2025-09-10
TB106216,2023-04-28,CB1179,PB1058,SB117,7,5.0,CARD,2023-04-29,2023-05-19
TB106217,2025-06-24,CB1056,PB1101,SB102,6,,Cash,2025-06-26,2025-06-28
TB106218,2023-07-22,CB1248,PB1049,SB116,8,15.0,cash,2023-07-22,2023-08-03
TB106219,2024-02-18,CB1139,PB1112,SB113,3,,net banking,2024-02-20,2024-02-24
TB106220,2024-03-22,CB1242,PB1041,SB111,7,20.0,net banking,2024-03-23,2024-03-25
TB106221,2023-08-31,CB1172,PB1034,SB101,5,20.0,Card,2023-08-31,2023-08-31
TB106222,2026-01-07,CB1153,PB1027,SB118,5,,Card,2026-01-09,2026-01-28
TB106223,2025-02-11,CB1143,PB1016,SB108,10,15.0,Net Banking,2025-02-13,2025-02-27
TB106224,2025-03-03,CB1219,PB1108,SB117,9,20.0,Net Banking,2025-03-04,2025-03-12
TB106225,2023-01-17,CB1218,PB1030,SB103,9,15.0,Cash,2023-01-19,2023-02-12
TB106226,2023-09-08,CB1300,PB1005,SB110,6,5.0,UPI,2023-09-10,2023-10-02
TB106227,2024-07-30,CB1096,PB1059,SB102,5,15.0,net banking,2024-07-31,2024-08-08
TB106228,2023-10-10,CB1078,PB1062,SB118,6,10.0,Net Banking,2023-10-11,2023-10-20
TB106229,2023-05-11,CB1236,PB1106,SB106,5,10.0,net banking,2023-05-11,2023-05-30
TB106230,2024-07-21,CB1315,PB1032,SB104,2,10.0,Cash,2024-07-21,2024-08-04
TB106231,2025-02-20,CB1087,PB1072,SB101,9,15.0,CARD,2025-02-20,2025-02-27
TB106232,2024-10-05,CB1059,PB1087,SB101,10,20.0,cash,2024-10-06,2024-10-22
TB106233,2025-12-31,CB1241,PB1046,SB101,1,15.0,upi,2026-01-01,2026-01-16
TB106234,2024-01-27,CB1111,PB1108,SB106,10,,cash,2024-01-29,2024-02-18
TB106235,2025-03-17,CB1156,PB1099,SB113,8,20.0,CARD,2025-03-18,2025-04-13
TB106236,2023-07-08,CB1266,PB1052,SB106,2,15.0,Net Banking,2023-07-09,2023-08-02
TB106237,2025-04-12,CB1211,PB1009,SB113,9,,CARD,2025-04-14,2025-04-28
TB106238,2024-04-08,CB1062,PB1031,SB101,9,5.0,CARD,2024-04-10,2024-04-22
TB106239,2023-10-19,CB1156,PB1088,SB117,3,15.0,Net Banking,2023-10-21,2023-11-15
TB106240,2024-09-12,CB1204,PB1047,SB109,7,10.0,net banking,2024-09-12,2024-10-01
TB106241,2025-07-15,CB1202,PB1039,SB109,4,10.0,CARD,2025-07-15,2025-08-08
TB106242,2024-06-09,CB1053,PB1017,SB104,5,10.0,net banking,2024-06-11,2024-07-01
TB106243,2025-02-17,CB1040,PB1090,SB106,1,20.0,CARD,2025-02-17,2025-02-18
TB106244,2024-06-05,CB1013,PB1102,SB106,1,20.0,UPI,2024-06-07,2024-06-12
TB106245,2024-12-28,CB1014,PB1037,SB112,6,15.0,Net Banking,2024-12-28,2025-01-24
TB106246,2025-12-10,CB1021,PB1005,SB103,10,15.0,Card,2025-12-11,2025-12-30
TB106247,2024-03-23,CB1154,PB1002,SB109,3,10.0,upi,2024-03-23,2024-03-25
TB106248,2024-10-03,CB1137,PB1089,SB105,9,10.0,net banking,2024-10-05,2024-10-19
TB106249,2025-05-16,CB1246,PB1058,SB107,3,0.0,CARD,2025-05-18,2025-05-31
TB106250,2024-04-08,CB1316,PB1040,SB105,7,10.0,UPI,2024-04-08,2024-05-04
TB106251,2023-07-11,CB1230,PB1051,SB113,6,10.0,upi,2023-07-13,2023-07-21
TB106252,2025-04-28,CB1187,PB1007,SB114,10,5.0,Cash,2025-04-30,2025-05-21
TB106253,2023-05-14,CB1158,PB1009,SB116,9,0.0,CARD,2023-05-14,2023-05-20
TB106254,2024-01-05,CB1109,PB1033,SB114,3,10.0,cash,2024-01-07,2024-01-20
TB106255,2025-01-11,CB1066,PB1105,SB102,2,,CARD,2025-01-12,2025-01-25
TB106256,2026-01-14,CB1346,PB1023,SB114,8,15.0,Cash,2026-01-15,2026-02-07
TB106257,2024-09-11,CB1263,PB1080,SB106,10,0.0,upi,2024-09-13,2024-09-14
TB106258,2024-09-06,CB1174,PB1113,SB109,4,10.0,Card,2024-09-08,2024-09-14
TB106259,2024-12-03,CB1273,PB1086,SB114,3,15.0,UPI,2024-12-05,2024-12-27
TB106260,2025-10-13,CB1260,PB1037,SB115,4,0.0,cash,2025-10-15,2025-10-31
TB106261,2023-05-30,CB1238,PB1087,SB109,1,10.0,upi,2023-05-30,2023-06-22
TB106262,2025-10-27,CB1275,PB1114,SB105,6,0.0,Cash,2025-10-29,2025-11-08
TB106263,2023-04-17,CB1214,PB1092,SB112,5,10.0,upi,2023-04-18,2023-05-09
TB106264,2023-09-26,CB1339,PB1081,SB114,1,20.0,upi,2023-09-26,2023-10-08
TB106265,2023-07-16,CB1304,PB1059,SB107,6,,net banking,2023-07-18,2023-08-17
TB106266,2023-11-15,CB1061,PB1041,SB118,4,0.0,Cash,2023-11-16,2023-11-23
TB106267,2025-02-14,CB1139,PB1115,SB105,5,20.0,UPI,2025-02-15,2025-02-22
TB106268,2024-10-18,CB1300,PB1022,SB107,1,0.0,upi,2024-10-19,2024-11-09
TB106269,2026-03-23,CB1287,PB1064,SB108,8,0.0,UPI,2026-03-24,2026-04-22
TB106270,2024-12-01,CB1020,PB1031,SB109,1,20.0,CARD,2024-12-03,2024-12-09
TB106271,2024-01-17,CB1073,PB1004,SB111,7,5.0,cash,2024-01-19,2024-02-07
TB106272,2025-01-23,CB1076,PB1114,SB117,7,,Cash,2025-01-25,2025-02-05
TB106273,2025-10-16,CB1280,PB1089,SB108,8,10.0,CARD,2025-10-17,2025-10-29
TB106274,2024-05-12,CB1037,PB1004,SB112,4,10.0,upi,2024-05-14,2024-06-01
TB106275,2026-01-09,CB1281,PB1057,SB117,8,10.0,Card,2026-01-11,2026-01-27
TB106276,2025-12-20,CB1247,PB1024,SB117,6,20.0,CARD,2025-12-20,2026-01-10
TB106277,2025-07-01,CB1288,PB1078,SB118,2,0.0,Net Banking,2025-07-03,2025-07-09
TB106278,2025-01-10,CB1150,PB1052,SB101,9,20.0,net banking,2025-01-12,2025-02-01
TB106279,2024-08-21,CB1343,PB1041,SB113,3,15.0,net banking,2024-08-22,2024-09-18
TB106280,2023-01-08,CB1051,PB1069,SB117,8,5.0,net banking,2023-01-08,2023-02-06
TB106281,2024-12-31,CB1297,PB1071,SB102,1,10.0,Card,2025-01-02,2025-01-16
TB106282,2023-03-12,CB1024,PB1033,SB113,3,,UPI,2023-03-13,2023-03-23
TB106283,2025-08-05,CB1324,PB1052,SB109,1,20.0,Cash,2025-08-06,2025-08-12
TB106284,2025-09-10,CB1022,PB1020,SB110,3,20.0,Cash,2025-09-11,2025-09-17
TB106285,2024-07-04,CB1326,PB1013,SB116,4,15.0,upi,2024-07-04,2024-07-25
TB106286,2026-01-13,CB1062,PB1009,SB106,1,,UPI,2026-01-15,2026-02-03
TB106287,2024-02-06,CB1349,PB1084,SB103,10,5.0,Net Banking,2024-02-07,2024-02-22
TB106288,2024-06-01,CB1327,PB1100,SB113,2,15.0,Net Banking,2024-06-01,2024-06-29
TB106289,2025-05-10,CB1251,PB1089,SB108,1,0.0,cash,2025-05-11,2025-05-26
TB106290,2024-01-10,CB1070,PB1090,SB101,6,15.0,CARD,2024-01-11,2024-01-21
TB106291,2023-08-06,CB1334,PB1001,SB103,1,5.0,Net Banking,2023-08-08,2023-09-05
TB106292,2023-06-13,CB1092,PB1012,SB111,4,20.0,Card,2023-06-15,2023-07-12
TB106293,2026-03-10,CB1036,PB1104,SB113,5,15.0,Net Banking,2026-03-10,2026-03-11
TB106294,2024-07-02,CB1194,PB1004,SB110,9,0.0,Card,2024-07-02,2024-08-01
TB106295,2026-02-13,CB1252,PB1018,SB107,7,0.0,Card,2026-02-15,2026-02-22
TB106296,2024-09-07,CB1144,PB1061,SB104,5,,UPI,2024-09-08,2024-10-04
TB106297,2025-02-18,CB1221,PB1059,SB108,1,15.0,net banking,2025-02-18,2025-03-15
TB106298,2025-07-17,CB1038,PB1033,SB104,3,20.0,upi,2025-07-19,2025-08-05
TB106299,2023-03-22,CB1014,PB1065,SB109,10,5.0,net banking,2023-03-22,2023-04-05
TB106300,2025-12-27,CB1336,PB1013,SB115,2,,UPI,2025-12-29,2025-12-30
TB106301,2024-12-07,CB1170,PB1070,SB112,7,15.0,net banking,2024-12-08,2024-12-16
TB106302,2025-01-16,CB1116,PB1052,SB115,4,0.0,cash,2025-01-17,2025-02-04
TB106303,2024-07-26,CB1011,PB1105,SB107,2,20.0,net banking,2024-07-27,2024-08-25
TB106304,2025-12-19,CB1162,PB1021,SB107,7,,UPI,2025-12-20,2026-01-06
TB106305,2026-01-06,CB1100,PB1034,SB107,4,10.0,UPI,2026-01-06,2026-01-15
TB106306,2024-06-24,CB1014,PB1101,SB115,3,20.0,UPI,2024-06-26,2024-07-22
TB106307,2023-01-05,CB1179,PB1044,SB109,8,15.0,net banking,2023-01-05,2023-01-09
TB106308,2024-12-12,CB1223,PB1104,SB110,10,,upi,2024-12-12,2025-01-06
TB106309,2025-05-19,CB1042,PB1014,SB116,6,5.0,Card,2025-05-19,2025-06-04
TB106310,2024-02-19,CB1084,PB1012,SB116,9,10.0,Card,2024-02-19,2024-02-25
TB106311,2025-03-06,CB1279,PB1099,SB102,1,5.0,Cash,2025-03-06,2025-03-27
TB106312,2026-02-07,CB1264,PB1092,SB114,9,0.0,upi,2026-02-09,2026-03-01
TB106313,2023-08-08,CB1011,PB1039,SB110,9,10.0,CARD,2023-08-08,2023-09-01
TB106314,2023-05-04,CB1248,PB1017,SB103,8,,upi,2023-05-05,2023-05-15
TB106315,2023-10-01,CB1265,PB1014,SB101,7,,upi,2023-10-02,2023-10-05
TB106316,2025-07-18,CB1189,PB1017,SB103,4,15.0,cash,2025-07-19,2025-08-16
TB106317,2023-11-08,CB1059,PB1010,SB101,8,5.0,net banking,2023-11-09,2023-11-24
TB106318,2023-01-14,CB1331,PB1056,SB109,9,15.0,Net Banking,2023-01-15,2023-02-01
TB106319,2024-09-21,CB1180,PB1112,SB110,4,15.0,Net Banking,2024-09-21,2024-09-30
TB106320,2026-01-29,CB1150,PB1024,SB111,8,5.0,Card,2026-01-31,2026-02-10
TB106321,2024-10-12,CB1299,PB1107,SB116,9,15.0,net banking,2024-10-13,2024-10-27
TB106322,2024-03-28,CB1046,PB1050,SB113,6,20.0,UPI,2024-03-30,2024-04-25
TB106323,2024-04-04,CB1337,PB1062,SB101,4,,upi,2024-04-06,2024-04-11
TB106324,2024-06-26,CB1181,PB1092,SB102,10,0.0,net banking,2024-06-28,2024-07-21
TB106325,2023-06-07,CB1313,PB1049,SB108,10,0.0,Card,2023-06-08,2023-06-28
TB106326,2024-04-02,CB1252,PB1020,SB111,8,10.0,Net Banking,2024-04-02,2024-04-22
TB106327,2023-06-04,CB1177,PB1088,SB108,10,10.0,CARD,2023-06-06,2023-06-08
TB106328,2025-10-31,CB1350,PB1105,SB101,3,15.0,Net Banking,2025-11-01,2025-11-03
TB106329,2024-01-15,CB1165,PB1093,SB114,2,20.0,Net Banking,2024-01-17,2024-02-09
TB106330,2023-04-20,CB1295,PB1069,SB102,1,5.0,cash,2023-04-22,2023-05-18
TB106331,2023-06-21,CB1103,PB1036,SB107,5,5.0,Net Banking,2023-06-23,2023-07-09
TB106332,2024-05-26,CB1268,PB1064,SB115,1,20.0,CARD,2024-05-27,2024-06-09
TB106333,2024-08-05,CB1049,PB1091,SB114,5,10.0,net banking,2024-08-06,2024-08-10
TB106334,2025-03-04,CB1149,PB1031,SB101,8,20.0,Net Banking,2025-03-04,2025-03-07
TB106335,2024-08-08,CB1328,PB1026,SB105,10,5.0,Net Banking,2024-08-09,2024-08-18
TB106336,2025-12-17,CB1248,PB1004,SB106,9,10.0,cash,2025-12-17,2026-01-09
TB106337,2023-08-02,CB1302,PB1006,SB118,9,5.0,Cash,2023-08-03,2023-08-24
TB106338,2024-12-14,CB1072,PB1057,SB116,7,5.0,CARD,2024-12-15,2024-12-31
TB106339,2024-04-02,CB1267,PB1013,SB105,6,5.0,net banking,2024-04-02,2024-04-29
TB106340,2025-03-16,CB1132,PB1103,SB104,1,10.0,net banking,2025-03-17,2025-03-24
TB106341,2024-05-31,CB1175,PB1092,SB106,7,15.0,Card,2024-06-01,2024-06-30
TB106342,2024-09-13,CB1265,PB1103,SB111,7,20.0,upi,2024-09-14,2024-10-11
TB106343,2025-04-24,CB1190,PB1010,SB115,8,0.0,upi,2025-04-26,2025-05-01
TB106344,2024-05-21,CB1323,PB1071,SB110,3,,cash,2024-05-22,2024-06-13
TB106345,2024-06-17,CB1004,PB1081,SB101,6,0.0,cash,2024-06-19,2024-07-03
TB106346,2025-06-19,CB1023,PB1063,SB114,9,10.0,Net Banking,2025-06-20,2025-07-11
TB106347,2024-10-01,CB1059,PB1029,SB118,5,20.0,CARD,2024-10-03,2024-10-17
TB106348,2023-09-01,CB1254,PB1069,SB108,1,15.0,CARD,2023-09-01,2023-09-15
TB106349,2024-12-18,CB1327,PB1118,SB105,3,20.0,Cash,2024-12-20,2024-12-29
TB106350,2025-01-12,CB1061,PB1050,SB101,9,20.0,CARD,2025-01-12,2025-01-21
TB106351,2025-01-16,CB1218,PB1090,SB112,8,0.0,Cash,2025-01-16,2025-01-25
TB106352,2025-04-14,CB1053,PB1083,SB104,2,10.0,UPI,2025-04-14,2025-05-09
TB106353,2023-07-24,CB1291,PB1083,SB103,4,15.0,Card,2023-07-25,2023-08-15
TB106354,2026-03-27,CB1161,PB1067,SB109,4,,Cash,2026-03-29,2026-04-24
TB106355,2026-02-20,CB1069,PB1059,SB116,2,,upi,2026-02-22,2026-02-22
TB106356,2023-10-05,CB1165,PB1050,SB117,2,,cash,2023-10-06,2023-10-21
TB106357,2024-02-03,CB1349,PB1058,SB110,2,20.0,Cash,2024-02-05,2024-02-05
TB106358,2025-09-25,CB1270,PB1001,SB107,1,10.0,UPI,2025-09-27,2025-10-26
TB106359,2026-01-06,CB1290,PB1082,SB102,3,5.0,Net Banking,2026-01-08,2026-01-31
TB106360,2024-06-19,CB1167,PB1072,SB110,7,20.0,UPI,2024-06-19,2024-07-08
TB106361,2023-11-13,CB1216,PB1033,SB111,8,5.0,Card,2023-11-15,2023-12-03
TB106362,2025-05-01,CB1067,PB1068,SB101,8,20.0,Card,2025-05-03,2025-05-13
TB106363,2024-05-02,CB1215,PB1023,SB114,6,15.0,UPI,2024-05-04,2024-06-01
TB106364,2023-01-28,CB1279,PB1004,SB104,10,10.0,UPI,2023-01-30,2023-01-30
TB106365,2023-01-15,CB1171,PB1119,SB107,1,0.0,net banking,2023-01-17,2023-01-24
TB106366,2026-01-06,CB1246,PB1081,SB106,9,15.0,Card,2026-01-06,2026-01-23
TB106367,2023-04-15,CB1032,PB1110,SB118,2,15.0,upi,2023-04-15,2023-04-15
TB106368,2025-05-18,CB1105,PB1112,SB115,3,5.0,Net Banking,2025-05-20,2025-06-12
TB106369,2025-03-12,CB1036,PB1045,SB103,5,10.0,UPI,2025-03-12,2025-03-15
TB106370,2025-07-01,CB1233,PB1094,SB105,3,,Card,2025-07-01,2025-07-27
TB106371,2024-09-23,CB1111,PB1043,SB118,7,20.0,CARD,2024-09-23,2024-10-14
TB106372,2024-09-19,CB1103,PB1072,SB118,7,,net banking,2024-09-21,2024-09-26
TB106373,2024-07-05,CB1046,PB1007,SB105,10,10.0,CARD,2024-07-07,2024-07-17
TB106374,2024-05-06,CB1179,PB1059,SB105,9,20.0,CARD,2024-05-07,2024-05-18
TB106375,2024-06-21,CB1312,PB1013,SB114,9,5.0,upi,2024-06-22,2024-07-12
TB106376,2023-02-24,CB1188,PB1027,SB101,8,20.0,Card,2023-02-25,2023-03-07
TB106377,2025-04-18,CB1308,PB1086,SB102,10,,Cash,2025-04-18,2025-04-26
TB106378,2023-05-13,CB1322,PB1085,SB106,6,20.0,UPI,2023-05-14,2023-05-28
TB106379,2024-01-19,CB1350,PB1094,SB104,10,20.0,Cash,2024-01-20,2024-02-08
TB106380,2024-11-03,CB1037,PB1072,SB104,2,20.0,net banking,2024-11-04,2024-12-03
TB106381,2023-11-28,CB1155,PB1069,SB116,9,10.0,Cash,2023-11-30,2023-12-08
TB106382,2024-06-11,CB1090,PB1054,SB106,10,0.0,Net Banking,2024-06-11,2024-07-07
TB106383,2024-12-10,CB1337,PB1024,SB101,8,0.0,UPI,2024-12-12,2024-12-29
TB106384,2026-02-15,CB1234,PB1103,SB101,6,0.0,upi,2026-02-17,2026-03-10
TB106385,2026-03-13,CB1229,PB1042,SB105,6,5.0,Card,2026-03-14,2026-03-23
TB106386,2024-11-07,CB1326,PB1054,SB117,6,,UPI,2024-11-08,2024-12-04
TB106387,2026-01-25,CB1001,PB1014,SB111,1,20.0,upi,2026-01-26,2026-02-08
TB106388,2023-09-19,CB1096,PB1038,SB110,5,5.0,net banking,2023-09-19,2023-10-01
TB106389,2023-03-18,CB1293,PB1089,SB102,2,10.0,Net Banking,2023-03-18,2023-03-22
TB106390,2025-07-07,CB1218,PB1007,SB112,5,,net banking,2025-07-07,2025-07-16
TB106391,2025-09-19,CB1246,PB1063,SB110,9,10.0,net banking,2025-09-19,2025-10-15
TB106392,2025-03-02,CB1109,PB1043,SB115,9,0.0,Card,2025-03-02,2025-04-01
TB106393,2026-01-03,CB1346,PB1008,SB102,2,20.0,Net Banking,2026-01-05,2026-01-05
TB106394,2024-05-26,CB1322,PB1099,SB103,5,15.0,UPI,2024-05-27,2024-06-16
TB106395,2024-06-24,CB1081,PB1025,SB101,3,,cash,2024-06-24,2024-06-25
TB106396,2026-02-28,CB1128,PB1028,SB114,8,10.0,Card,2026-03-01,2026-03-29
TB106397,2025-10-23,CB1185,PB1094,SB112,8,10.0,cash,2025-10-24,2025-11-05
TB106398,2023-10-12,CB1166,PB1050,SB118,9,15.0,cash,2023-10-13,2023-10-29
TB106399,2023-02-20,CB1137,PB1065,SB116,7,15.0,Card,2023-02-22,2023-03-24
TB106400,2025-03-31,CB1058,PB1029,SB102,8,20.0,UPI,2025-04-01,2025-04-28
TB106401,2023-04-21,CB1208,PB1083,SB109,5,10.0,cash,2023-04-21,2023-05-01
TB106402,2024-05-25,CB1261,PB1045,SB105,10,15.0,Cash,2024-05-25,2024-06-03
TB106403,2025-11-07,CB1147,PB1105,SB104,1,15.0,Cash,2025-11-08,2025-11-17
TB106404,2025-01-31,CB1109,PB1098,SB107,7,,net banking,2025-01-31,2025-02-10
TB106405,2023-03-24,CB1034,PB1067,SB104,2,10.0,Net Banking,2023-03-25,2023-04-13
TB106406,2023-09-05,CB1187,PB1084,SB112,8,,cash,2023-09-05,2023-09-22
TB106407,2026-02-28,CB1269,PB1014,SB107,10,5.0,CARD,2026-03-01,2026-03-06
TB106408,2023-11-07,CB1236,PB1109,SB115,10,20.0,upi,2023-11-08,2023-11-10
TB106409,2023-06-15,CB1227,PB1090,SB115,7,0.0,Cash,2023-06-17,2023-06-17
TB106410,2024-02-01,CB1320,PB1001,SB117,9,10.0,cash,2024-02-02,2024-02-03
TB106411,2023-11-14,CB1213,PB1074,SB109,4,10.0,net banking,2023-11-15,2023-11-18
TB106412,2024-06-01,CB1246,PB1050,SB117,5,,CARD,2024-06-03,2024-06-09
TB106413,2025-11-01,CB1270,PB1086,SB116,2,15.0,net banking,2025-11-02,2025-11-04
TB106414,2025-02-23,CB1269,PB1087,SB102,6,,Cash,2025-02-24,2025-03-26
TB106415,2024-01-23,CB1325,PB1041,SB106,7,20.0,upi,2024-01-23,2024-02-17
TB106416,2025-07-04,CB1165,PB1025,SB103,1,0.0,Card,2025-07-06,2025-07-29
TB106417,2025-05-09,CB1154,PB1008,SB105,8,10.0,Cash,2025-05-09,2025-05-20
TB106418,2024-11-19,CB1217,PB1074,SB111,8,20.0,cash,2024-11-21,2024-12-02
TB106419,2026-03-03,CB1265,PB1012,SB108,7,5.0,UPI,2026-03-03,2026-03-23
TB106420,2025-10-12,CB1056,PB1101,SB117,4,15.0,CARD,2025-10-14,2025-10-21
TB106421,2024-12-14,CB1088,PB1095,SB108,2,10.0,Cash,2024-12-16,2025-01-14
TB106422,2024-11-02,CB1091,PB1104,SB112,4,5.0,UPI,2024-11-04,2024-11-26
TB106423,2024-01-06,CB1040,PB1118,SB104,8,10.0,Net Banking,2024-01-07,2024-01-18
TB106424,2024-01-02,CB1171,PB1014,SB110,4,10.0,Card,2024-01-04,2024-01-18
TB106425,2025-11-19,CB1029,PB1020,SB107,8,5.0,upi,2025-11-20,2025-11-26
TB106426,2025-08-09,CB1269,PB1096,SB103,3,0.0,UPI,2025-08-10,2025-08-30
TB106427,2025-02-17,CB1199,PB1030,SB110,8,,Cash,2025-02-17,2025-03-13
TB106428,2024-03-01,CB1002,PB1024,SB113,7,,CARD,2024-03-01,2024-03-09
TB106429,2024-05-18,CB1038,PB1091,SB113,5,15.0,Card,2024-05-20,2024-05-31
TB106430,2026-01-25,CB1088,PB1043,SB105,1,15.0,upi,2026-01-27,2026-02-26
TB106431,2025-01-07,CB1348,PB1082,SB108,5,0.0,cash,2025-01-09,2025-02-01
TB106432,2023-07-15,CB1343,PB1049,SB117,4,,cash,2023-07-16,2023-07-20
TB106433,2023-03-31,CB1275,PB1047,SB106,5,,Net Banking,2023-04-01,2023-04-24
TB106434,2023-04-16,CB1171,PB1037,SB116,4,5.0,Card,2023-04-18,2023-05-16
TB106435,2023-12-12,CB1122,PB1006,SB113,6,10.0,upi,2023-12-13,2023-12-14
TB106436,2023-08-26,CB1137,PB1047,SB117,1,0.0,Card,2023-08-26,2023-09-14
TB106437,2025-08-27,CB1101,PB1035,SB102,3,,net banking,2025-08-28,2025-09-24
TB106438,2023-03-15,CB1113,PB1043,SB112,4,20.0,cash,2023-03-16,2023-03-29
TB106439,2025-04-02,CB1285,PB1009,SB117,10,10.0,Card,2025-04-02,2025-04-18
TB106440,2026-02-13,CB1289,PB1100,SB115,10,5.0,Cash,2026-02-14,2026-03-14
TB106441,2025-12-21,CB1023,PB1112,SB112,1,20.0,cash,2025-12-22,2026-01-09
TB106442,2025-09-27,CB1269,PB1001,SB115,4,5.0,Card,2025-09-29,2025-10-29
TB106443,2025-04-11,CB1345,PB1037,SB101,10,0.0,Cash,2025-04-13,2025-04-25
TB106444,2024-05-30,CB1053,PB1059,SB111,1,10.0,UPI,2024-05-31,2024-06-28
TB106445,2024-11-13,CB1166,PB1067,SB102,6,15.0,Net Banking,2024-11-14,2024-12-05
TB106446,2024-10-23,CB1255,PB1111,SB105,10,15.0,Card,2024-10-25,2024-11-23
TB106447,2024-02-18,CB1130,PB1031,SB101,1,5.0,UPI,2024-02-18,2024-02-27
TB106448,2025-03-28,CB1054,PB1112,SB102,10,0.0,Net Banking,2025-03-28,2025-04-19
TB106449,2026-02-28,CB1196,PB1098,SB108,4,0.0,cash,2026-03-01,2026-03-27
TB106450,2023-06-10,CB1076,PB1107,SB102,5,0.0,Card,2023-06-12,2023-07-07
TB106451,2026-01-26,CB1111,PB1021,SB118,3,5.0,Net Banking,2026-01-27,2026-01-30
TB106452,2023-09-05,CB1326,PB1037,SB111,3,,Cash,2023-09-06,2023-09-06
TB106453,2023-10-07,CB1080,PB1022,SB110,10,,CARD,2023-10-07,2023-10-15
TB106454,2023-02-15,CB1029,PB1002,SB101,3,,upi,2023-02-15,2023-02-22
TB106455,2024-01-26,CB1088,PB1070,SB106,10,20.0,Cash,2024-01-26,2024-02-09
TB106456,2024-04-27,CB1251,PB1073,SB104,10,,CARD,2024-04-28,2024-04-29
TB106457,2024-11-18,CB1166,PB1049,SB104,10,5.0,net banking,2024-11-18,2024-12-12
TB106458,2025-04-21,CB1141,PB1053,SB116,9,10.0,Net Banking,2025-04-21,2025-05-09
TB106459,2024-08-08,CB1233,PB1059,SB112,10,20.0,CARD,2024-08-08,2024-09-05
TB106460,2025-02-08,CB1283,PB1025,SB101,1,10.0,net banking,2025-02-08,2025-03-08
TB106461,2023-03-23,CB1122,PB1049,SB102,4,15.0,Card,2023-03-25,2023-03-26
TB106462,2025-09-20,CB1217,PB1061,SB106,6,0.0,Net Banking,2025-09-20,2025-10-19
TB106463,2023-05-22,CB1096,PB1076,SB105,7,5.0,Cash,2023-05-23,2023-06-15
TB106464,2024-10-19,CB1241,PB1091,SB115,10,20.0,net banking,2024-10-21,2024-11-11
TB106465,2024-02-05,CB1154,PB1025,SB117,3,,Card,2024-02-07,2024-03-01
